Sentence,S,D,I,POS_Tags,TF_IDF,Sentiment_Score,Custom_Embeddings,NER_Entities
I'm pretty pissed off.,,,,"['PRON', 'AUX', 'ADV', 'ADJ', 'ADP', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0.25,"[-0.005275423172861338, 0.01461114827543497, 0.0012199552729725838, 0.003479801584035158, 0.009140423499047756, -0.022668596357107162, 0.007111966144293547, 0.026045531034469604, -0.009369811043143272, -0.006323160137981176, -0.007632127031683922, -0.012081263586878777, -0.003663446521386504, 0.004315622616559267, 0.0045098899863660336, -0.008649375289678574, -0.0019320894498378038, -0.008692310191690922, -0.0023511869367212057, -0.026692410930991173, 0.009311896748840809, 0.008712535724043846, -0.0007017758907750249, -0.008926471695303917, 0.0008342111250385642, 7.904786616563797e-05, -0.005487505346536636, -0.0005252127884887159, -0.016757626086473465, -0.001484731794334948, 0.015514058992266655, 0.0004768872167915106, 0.00586470915004611, -0.007262779399752617, -0.012123995460569859, 0.008919552899897099, 0.0032883789390325546, -0.009191181510686874, -0.006410611793398857, -0.011525288224220276, 0.007006408646702766, -0.0058014122769236565, -0.0031266589649021626, -0.003528306260704994, 0.010733522474765778, -0.005012856796383858, -0.007340556476265192, 0.001898608636111021, 0.009703874588012695, 0.008049940690398216, 0.0033158420119434595, -0.008665457367897034, 0.002309981966391206, -0.0021835516672581434, -0.0034063574858009815, 0.0008118258556351066, -0.002092731883749366, 0.0024044536985456944, -0.011083140037953854, 0.0037268451415002346, 0.0025685220025479794, 0.0058015803806483746, 0.0055827796459198, -0.004163467790931463, -0.01303511206060648, 0.008059329353272915, 0.006908445619046688, 0.009317123331129551, -0.01477672066539526, 0.011332957074046135, -0.008132831193506718, 0.009547377936542034, 0.011364047415554523, -0.001951712998561561, 0.017732495442032814, 0.00650856364518404, -0.0023176767863333225, 0.000823597889393568, -0.009313777089118958, -0.001091259648092091, -0.0027219669427722692, 0.0008736278396099806, -0.00920730922371149, 0.019873682409524918, -0.0023576607927680016, -0.005000937730073929, 0.007189647294580936, 0.008837209083139896, 0.011487164534628391, -0.0014531612396240234, 0.013477850705385208, 0.01042233593761921, 0.0016467159148305655, 0.005302601493895054, 0.02498771622776985, 0.005766472779214382, 0.0015509194927290082, -0.0071145957335829735, -0.0005967377801425755, 0.0029417090117931366]",[]
Maybe we should give them a knife.,,,,"['ADV', 'PRON', 'AUX', 'VERB', 'PRON', 'DET', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.009426714852452278, 0.019811050966382027, 0.0041525159031152725, -0.00196908600628376, 0.0047572762705385685, -0.03006303310394287, 0.010835327208042145, 0.039562471210956573, -0.012137242592871189, -0.01433479879051447, -0.006863737013190985, -0.02289331890642643, -0.001316690817475319, 0.0044176154769957066, 0.010359668172895908, -0.010400103405117989, 0.005741212051361799, -0.009710748679935932, -0.004606008064001799, -0.031101863831281662, 0.008308563381433487, 0.010428100824356079, 0.007967999204993248, -0.008823729120194912, -0.006271607242524624, 0.0010731728980317712, -0.005417818669229746, -0.012193270958960056, -0.02075050212442875, 0.001021275413222611, 0.025627193972468376, 0.0023595071397721767, -0.0011559566482901573, -0.016846440732479095, -0.011526991613209248, 0.018636951223015785, 0.01446324773132801, -0.009696641005575657, -0.005829164292663336, -0.01684459298849106, 0.00512972567230463, -0.009435242973268032, -0.008144967257976532, -0.0033796599600464106, 0.022243719547986984, 0.00016495292948093265, -0.010983274318277836, -0.0063671269454061985, 0.012333582155406475, 0.0092692319303751, 0.008047462441027164, -0.010024403221905231, -0.00042138475691899657, -0.005705180112272501, -0.011406905017793179, 0.007723438087850809, 0.0017580336425453424, 0.0025729273911565542, -0.014598170295357704, 0.006163727026432753, 0.006062590982764959, -0.0009483855101279914, 0.010412209667265415, -0.0060026990249753, -0.014540276490151882, 0.01206302922219038, 0.003468344686552882, 0.011953053064644337, -0.024650881066918373, 0.01711232401430607, -0.012569999322295189, 0.01209289487451315, 0.015275408513844013, -0.0009777380619198084, 0.02098892629146576, 0.010555995628237724, 0.000176086017745547, -0.001272791181690991, -0.012718548066914082, -0.001718955929391086, -0.007356726098805666, 0.0017361590871587396, -0.014398790895938873, 0.024566879495978355, -0.006268138997256756, -0.003690652782097459, 0.008046598173677921, 0.018289046362042427, 0.01558773685246706, 0.0014978478429839015, 0.021031158044934273, 0.010920907370746136, 0.003994938917458057, 0.0025375166442245245, 0.027400711551308632, 0.010107917711138725, 0.01359795592725277, -0.016421746462583542, -0.003054758533835411, -0.004380314610898495]",[]
I'll give them a knife at the end.,,,,"['PRON', 'AUX', 'VERB', 'PRON', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.014415387064218521, 0.022807449102401733, 0.0029573743231594563, 0.000161038275109604, 0.011866869404911995, -0.035733599215745926, 0.014777898788452148, 0.044527459889650345, -0.015264762565493584, -0.013777906075119972, -0.006879414431750774, -0.028252705931663513, -0.0006160238990560174, 0.008664628490805626, 0.011617155745625496, -0.01433933898806572, 0.007059969007968903, -0.012950683943927288, -0.007319175638258457, -0.0358160138130188, 0.01413011085242033, 0.010968989692628384, 0.012579423375427723, -0.012154251337051392, -0.004380430560559034, 0.002860207809135318, -0.007939186878502369, -0.009844925254583359, -0.027381034567952156, 0.0038597285747528076, 0.027835559099912643, -0.00046840059803798795, -0.001010983600281179, -0.021801427006721497, -0.01555702555924654, 0.023291777819395065, 0.010800383985042572, -0.01053579244762659, -0.012891634367406368, -0.026305679231882095, 0.0077954987064003944, -0.012964083813130856, -0.009824969805777073, -0.0009791454067453742, 0.02632240019738674, -0.0009005788015201688, -0.014863691292703152, -0.006324286572635174, 0.015806259587407112, 0.008357865735888481, 0.012388380244374275, -0.009693467058241367, -0.0016130316071212292, -0.005324104335159063, -0.013963740319013596, 0.00795815046876669, 0.0006224163807928562, 0.005135722924023867, -0.022049468010663986, 0.0030919904820621014, 0.003951213788241148, -0.0019072860013693571, 0.013213074766099453, -0.006554938852787018, -0.020425481721758842, 0.01733863353729248, 0.010589760728180408, 0.018841659650206566, -0.028791900724172592, 0.022844236344099045, -0.01391295064240694, 0.01365145854651928, 0.01916368119418621, -0.001291734748519957, 0.026478417217731476, 0.01180768758058548, 0.0009225797839462757, 0.00032585737062618136, -0.017734035849571228, -0.0012337560765445232, -0.011376269161701202, 0.002051563933491707, -0.019079571589827538, 0.029481839388608932, -0.008816853165626526, -0.009063918143510818, 0.011542672291398048, 0.016767999157309532, 0.014779297634959221, 0.004041858948767185, 0.027458831667900085, 0.012670434080064297, 0.005622002296149731, 0.002256064210087061, 0.03442849591374397, 0.012787792831659317, 0.02084306627511978, -0.02074321173131466, -0.0003821806167252362, -0.0055068666115403175]",[]
"Dee, is this how you wanted to start this game?",,,,"['PROPN', 'PUNCT', 'AUX', 'PRON', 'SCONJ', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],-0.4,"[-0.012442139908671379, 0.023290054872632027, 0.008572032675147057, -0.002055760705843568, 0.014575603418052197, -0.04219817370176315, 0.019064325839281082, 0.05152001231908798, -0.01759808138012886, -0.017965000122785568, -0.007079979870468378, -0.035117484629154205, -0.0061109610833227634, 0.013777107000350952, 0.008679023012518883, -0.02000630833208561, 0.005397433880716562, -0.012782977893948555, -0.004597868304699659, -0.04382643848657608, 0.012608453631401062, 0.015525216236710548, 0.0163788553327322, -0.01517372764647007, -0.0009417507681064308, 0.004893018864095211, -0.013698399066925049, -0.010840777307748795, -0.03270723670721054, 0.005822549574077129, 0.033281292766332626, -0.00047559943050146103, 0.0025576872285455465, -0.02456255443394184, -0.013365993276238441, 0.02183232083916664, 0.010443664155900478, -0.014756552875041962, -0.0120485108345747, -0.03078911267220974, 0.010031663812696934, -0.018253039568662643, -0.011051278561353683, -0.00167936272919178, 0.026025623083114624, -0.00453192787244916, -0.01548605877906084, -0.009209454990923405, 0.012715736404061317, 0.010958620347082615, 0.013048000633716583, -0.019101349636912346, -0.0026268120855093002, -0.004773453809320927, -0.020019158720970154, 0.009248530492186546, 0.0048523335717618465, 0.004390244372189045, -0.019201193004846573, 0.008052343502640724, 8.413098112214357e-05, -0.0014828229323029518, 0.012472844682633877, -0.010562513954937458, -0.021874703466892242, 0.023154299706220627, 0.012819181196391582, 0.022089924663305283, -0.03543299809098244, 0.027590658515691757, -0.019393932074308395, 0.01817473955452442, 0.025077437981963158, 0.0008485258440487087, 0.02986588515341282, 0.01410615723580122, -0.0014589380007237196, -0.0013523839879781008, -0.022404860705137253, 0.0006904924521222711, -0.01660475693643093, 0.006649401038885117, -0.02013775147497654, 0.034362051635980606, -0.01043453998863697, -0.007841532118618488, 0.01552378199994564, 0.017438819631934166, 0.016119185835123062, 0.0071586789563298225, 0.03169858455657959, 0.013384011574089527, 0.005151662044227123, 0.00032220178400166333, 0.0385977104306221, 0.01730414666235447, 0.02221599966287613, -0.020779455080628395, -0.002611048985272646, 0.0007039859774522483]","[('Dee', 'PERSON')]"
We're here to play Survivor.,,,,"['PRON', 'AUX', 'ADV', 'PART', 'VERB', 'PROPN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.007107783108949661, 0.01749412715435028, 0.005000160075724125, 0.00131133571267128, 0.014996254816651344, -0.031390853226184845, 0.011785383336246014, 0.03597637265920639, -0.013330250978469849, -0.010477134957909584, -0.00993363931775093, -0.02840917930006981, -0.00694641238078475, 0.012031760066747665, 0.009546599350869656, -0.008633553981781006, 0.007209341041743755, -0.01033888477832079, -0.0024038334377110004, -0.034837957471609116, 0.011663070879876614, 0.012870291247963905, 0.012951837852597237, -0.015607464127242565, -0.0022912793792784214, -0.0002975969691760838, -0.004364445805549622, -0.00859779305756092, -0.022613558918237686, 0.0022867817897349596, 0.02286575920879841, 0.0034370520152151585, -0.0042219921015203, -0.01960996352136135, -0.00971797201782465, 0.016945263370871544, 0.009061195887625217, -0.010357925668358803, -0.008731267414987087, -0.021944036707282066, 0.010610679164528847, -0.01490641850978136, -0.0065311542712152, 0.002892626216635108, 0.02058449760079384, -0.003937641624361277, -0.012066949158906937, -0.0047607868909835815, 0.013030598871409893, 0.009405715391039848, 0.005562818143516779, -0.008307257667183876, 0.0007805665954947472, -0.000478474103147164, -0.011816011741757393, 0.007706949021667242, 0.0035381510388106108, 0.0009378070244565606, -0.01528988592326641, 0.004145476035773754, 0.0006323251873254776, 0.005214140750467777, 0.0028306948952376842, -0.011330969631671906, -0.01550899725407362, 0.013839088380336761, 0.0146221574395895, 0.01578652858734131, -0.021607806906104088, 0.020856404677033424, -0.015430199913680553, 0.007245553191751242, 0.01403297670185566, 0.0034111912827938795, 0.018710441887378693, 0.012888139113783836, -0.0004883447545580566, 0.0017131451750174165, -0.01884903572499752, -0.004362202249467373, -0.012231667526066303, 0.007995456457138062, -0.011895311996340752, 0.01909332349896431, -0.0038332189433276653, -0.008603302761912346, 0.008555203676223755, 0.009915628470480442, 0.014933263882994652, 0.004212177824229002, 0.026985278353095055, 0.011069058440625668, 0.0038332659751176834, 0.0023881676606833935, 0.026568099856376648, 0.009984918870031834, 0.016701335087418556, -0.016894696280360222, -0.008241429924964905, -0.0033393383491784334]",[]
I've got a pot.,,,,"['PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.01368886511772871, 0.02230033650994301, 0.005967004224658012, -0.004689352586865425, 0.01265714131295681, -0.04112204536795616, 0.016738755628466606, 0.049350496381521225, -0.014432091265916824, -0.02129390276968479, -0.005620322655886412, -0.030996985733509064, -0.00577787309885025, 0.01084084901958704, 0.005406214855611324, -0.014918629080057144, 0.009828398935496807, -0.017781658098101616, -0.0032029615249484777, -0.04119103401899338, 0.013694999739527702, 0.017213676124811172, 0.015958143398165703, -0.006638617254793644, -0.004056660458445549, 0.00938612874597311, -0.007794270757585764, -0.008653423748910427, -0.027980443090200424, 0.0006647338159382343, 0.03370920941233635, 0.0013853178825229406, -0.0055173235014081, -0.025290472432971, -0.008593556471168995, 0.02721778303384781, 0.015080858953297138, -0.012037310749292374, -0.01770320162177086, -0.03131404146552086, 0.00791813712567091, -0.012439756654202938, -0.010782991535961628, 0.0016314259264618158, 0.031188929453492165, -0.00320926564745605, -0.017386751249432564, -0.010472298599779606, 0.013173538260161877, 0.012299076654016972, 0.011016090400516987, -0.017428385093808174, -0.002106888685375452, -0.006463587284088135, -0.01906196027994156, 0.013211026787757874, 0.0033908148761838675, 0.0032855868339538574, -0.02221485786139965, 0.004795038141310215, 0.005330962128937244, 0.00010973797179758549, 0.008718322031199932, -0.007181914988905191, -0.019000010564923286, 0.01339721493422985, 0.007472930010408163, 0.023484164848923683, -0.023839525878429413, 0.023421388119459152, -0.013944304548203945, 0.016070958226919174, 0.02159944362938404, 0.005070766434073448, 0.027488460764288902, 0.013467797078192234, 0.0008501081028953195, 0.0005932545755058527, -0.015755534172058105, 0.0010891325073316693, -0.016058603301644325, 0.008163442835211754, -0.021308546885848045, 0.02746053785085678, -0.01037440076470375, -0.00672405119985342, 0.011944316327571869, 0.0199003703892231, 0.015105326659977436, 0.0040685078129172325, 0.032546427100896835, 0.011188715696334839, 0.0071840351447463036, 0.0055649494752287865, 0.03591660410165787, 0.017204172909259796, 0.01689094677567482, -0.02440498024225235, -0.003639918752014637, -0.004516638815402985]",[]
I'm good at one point.,,,,"['PRON', 'AUX', 'ADJ', 'ADP', 'NUM', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0.7,"[-0.009671365842223167, 0.015000501647591591, 0.0017726237419992685, 0.003043712582439184, 0.01423846185207367, -0.03251495212316513, 0.01089171040803194, 0.0386027917265892, -0.015184005722403526, -0.012395084835588932, -0.006805731914937496, -0.025269385427236557, -0.00303291785530746, 0.009444721043109894, 0.009153571911156178, -0.013248242437839508, 0.005432551726698875, -0.01612887904047966, 0.000282328954199329, -0.03706919401884079, 0.011477915570139885, 0.014345292933285236, 0.009772921912372112, -0.012064200825989246, 0.0023703426122665405, 0.0008913249475881457, -0.011563916690647602, -0.004768980201333761, -0.025962883606553078, 0.007250563241541386, 0.02535838820040226, 0.005034333560615778, 0.0031968553084880114, -0.016908124089241028, -0.013774313032627106, 0.021761972457170486, 0.010846896097064018, -0.010202721692621708, -0.00951413158327341, -0.024981491267681122, 0.01219632662832737, -0.016131119802594185, -0.008480904623866081, 0.002009492600336671, 0.023806193843483925, -0.00039892084896564484, -0.012590436264872551, -0.0017769087571650743, 0.013822485692799091, 0.007545386906713247, 0.01129157654941082, -0.004449222702533007, -0.002127742627635598, -0.001398090273141861, -0.01681261509656906, 0.008664539083838463, 0.0005339053459465504, 0.0057524326257407665, -0.015657294541597366, 0.002627233974635601, 0.0031664310954511166, 0.001238074153661728, 0.00871301256120205, -0.009873684495687485, -0.018800916150212288, 0.013768170960247517, 0.009698634035885334, 0.012472381815314293, -0.02548680268228054, 0.021403003484010696, -0.013715152628719807, 0.013156488537788391, 0.018829692155122757, -0.002345263957977295, 0.02628197893500328, 0.008829455822706223, 0.004015559796243906, 0.000905296765267849, -0.013809244148433208, -0.0011720109032467008, -0.011477709747850895, 0.00389915332198143, -0.014710703864693642, 0.02307695522904396, -0.007039236836135387, -0.00723734637722373, 0.0035148989409208298, 0.01574043557047844, 0.01838088408112526, 0.007883969694375992, 0.028588181361556053, 0.012571925297379494, 0.000648734625428915, -0.00034164980752393603, 0.03453074023127556, 0.008701263926923275, 0.01390697993338108, -0.01494172215461731, -0.00039969669887796044, -0.006694225128740072]","[('one', 'CARDINAL')]"
We'll get fire.,,,,"['PRON', 'AUX', 'VERB', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.007862717844545841, 0.011695505119860172, 0.0009678872302174568, 0.0028886289801448584, 0.007168324198573828, -0.02054385282099247, 0.010229713283479214, 0.02056344412267208, -0.014679968357086182, -0.013203849084675312, -0.0011656141141429543, -0.009136345237493515, -0.0036176491994410753, 0.00950827170163393, 0.008832375518977642, -0.003627950558438897, 0.0009353623609058559, -0.014613489620387554, -0.0036723108496516943, -0.015425503253936768, 0.0018610766855999827, 0.00755484402179718, 0.010223516263067722, -0.002286383416503668, 0.002968917367979884, 0.0024872729554772377, -0.005151701625436544, -0.007380905095487833, -0.01627248525619507, 0.00905980821698904, 0.017954623326659203, -0.007111579179763794, 0.005131174344569445, -0.01689830608665943, -0.008712349459528923, 0.01677461713552475, 0.009104936383664608, -0.008449151180684566, -0.005635837558656931, -0.01252998411655426, 0.0003017248527612537, -0.011331326328217983, -0.007077805232256651, 0.001460710889659822, 0.013574725948274136, -0.00490238331258297, -0.005871020257472992, -0.0012608563993126154, 0.005259426776319742, 0.007634645327925682, 0.006771022919565439, -0.0015156171284615993, 0.003256462514400482, -0.0022203915286809206, -0.008453873917460442, 0.009485133923590183, -0.0015308856964111328, -0.002979819430038333, -0.010522392578423023, -0.0010906853713095188, 0.001993398880586028, 0.0020721666514873505, 0.0015566422371193767, -0.0023868142161518335, -0.007778775412589312, 0.007846720516681671, 0.005676844622939825, 0.007584258448332548, -0.013005687855184078, 0.011075753718614578, -0.011079955846071243, 0.011487815529108047, 0.009530116803944111, -0.0035154398065060377, 0.017198847606778145, 0.001887282938696444, -0.0030146706849336624, 0.003078906564041972, -0.0031659712549299, 0.003658311441540718, -4.422435813467018e-05, -0.0009823921136558056, -0.009861630387604237, 0.013125629164278507, 0.0026043951511383057, -0.0017599435523152351, 0.0012853891821578145, 0.007859369739890099, 0.011091125197708607, 0.00547856604680419, 0.01302079576998949, 0.00547453761100769, 0.0028771001379936934, 0.0005776312318630517, 0.016204427927732468, 0.008292104117572308, 0.00891985185444355, -0.010655497200787067, -0.0009115156135521829, -0.00307638687081635]",[]
You always end up with fire.,,,,"['PRON', 'ADV', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.004635259509086609, 0.010293274186551571, 0.0028004131745547056, 0.0009531342075206339, 0.004408455919474363, -0.025973374024033546, 0.009356420487165451, 0.02963111363351345, -0.009105436503887177, -0.011241927742958069, -0.0036295095924288034, -0.01216475572437048, -0.004843718837946653, 0.006581017281860113, 0.010168014094233513, -0.008560937829315662, 0.0008276344160549343, -0.013347265310585499, -0.000535452738404274, -0.02199324406683445, 0.008442566730082035, 0.008912459947168827, 0.012900312431156635, -0.011299330741167068, 0.0004952504532411695, 0.0008550823549740016, -0.007204520050436258, -0.008586542680859566, -0.018971053883433342, 0.0026107970625162125, 0.015356204472482204, -0.0010306538315489888, 0.002677683485671878, -0.017015064135193825, -0.0030049036722630262, 0.013314547948539257, 0.005220882594585419, -0.013623160310089588, -0.010313477367162704, -0.017067255452275276, 0.0020261069294065237, -0.01162689458578825, -0.006912273820489645, 0.001252685789950192, 0.01813325844705105, -0.005240413825958967, -0.011414888314902782, -0.005352830048650503, 0.012797918170690536, 0.009474768303334713, 0.008023600094020367, -0.009125893004238605, 0.0006612043944187462, -0.0033253731671720743, -0.010692688636481762, 0.006939530372619629, 0.003386983647942543, 0.000919089128728956, -0.016866322606801987, 0.003643364878371358, 0.001859785639680922, 0.004122886341065168, 0.005751365330070257, -0.006803396623581648, -0.012769940309226513, 0.011727970093488693, 0.0074552264995872974, 0.012764781713485718, -0.020386522635817528, 0.016431551426649094, -0.012486430816352367, 0.007671786472201347, 0.016856325790286064, -0.0030246770475059748, 0.01718829572200775, 0.00918889045715332, 0.002233029343187809, -0.0008302819333039224, -0.013432126492261887, 0.0005737014580518007, -0.008779150433838367, 0.0036883691791445017, -0.016012778505682945, 0.02163431979715824, -0.0009298624354414642, -0.0065178959630429745, 0.007090026047080755, 0.012623078189790249, 0.012712220661342144, 0.007303176447749138, 0.017718860879540443, 0.006596306338906288, 0.0015652766451239586, -0.0016710945637896657, 0.022870806977152824, 0.01112496480345726, 0.01404527947306633, -0.010243249125778675, -0.002179649891331792, -0.007035885006189346]",[]
I got a good team.,,,,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0.7,"[-0.013992507942020893, 0.02879353240132332, 0.010060576722025871, -0.00022816788987256587, 0.016324825584888458, -0.05059615895152092, 0.02155517227947712, 0.06350946426391602, -0.019866643473505974, -0.023083211854100227, -0.008709085173904896, -0.03841760382056236, -0.008377719670534134, 0.015612132847309113, 0.012125371024012566, -0.0175074003636837, 0.006899482104927301, -0.020321380347013474, -0.005330248735845089, -0.05530794709920883, 0.019210482016205788, 0.02275436744093895, 0.01960364356637001, -0.012852413579821587, -0.00207064813002944, 0.003326471196487546, -0.013071844354271889, -0.011509021744132042, -0.041001178324222565, 0.004421008285135031, 0.03682674095034599, -0.003065878991037607, 0.0022235107608139515, -0.033222585916519165, -0.014779621735215187, 0.02924378588795662, 0.02072630263864994, -0.01894828863441944, -0.017335232347249985, -0.038334161043167114, 0.01007123850286007, -0.021742869168519974, -0.014049164950847626, 0.0017810569843277335, 0.03603849560022354, -0.0017317397287115455, -0.025505775585770607, -0.0073147923685610294, 0.021388337016105652, 0.015838760882616043, 0.01206092070788145, -0.01779158040881157, -0.006083370186388493, -0.007617343217134476, -0.02008538320660591, 0.011470185592770576, 0.004847740288823843, 0.0067374021746218204, -0.02591891586780548, 0.010296289809048176, 0.005662461742758751, 0.003962418995797634, 0.014097264036536217, -0.014001423493027687, -0.02640095353126526, 0.02183357998728752, 0.012472485192120075, 0.03193816542625427, -0.036404989659786224, 0.03237688168883324, -0.017916282638907433, 0.025186622515320778, 0.03007548116147518, -0.001220911042764783, 0.038990315049886703, 0.013116888701915741, 0.0024985268246382475, -0.0010949572315439582, -0.026910820975899696, -0.0053458185866475105, -0.019364256411790848, 0.007264811545610428, -0.022110527381300926, 0.03677837923169136, -0.010753979906439781, -0.009164560586214066, 0.015569349750876427, 0.025990718975663185, 0.023729581385850906, 0.00813344120979309, 0.03853733465075493, 0.017334813252091408, 0.008643793873488903, 0.006225538905709982, 0.050881482660770416, 0.022081227973103523, 0.02301587164402008, -0.030513182282447815, -0.005187559872865677, -0.004833785351365805]",[]
I got a squished melon.,,,,"['PRON', 'VERB', 'DET', 'VERB', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.015453432686626911, 0.026753749698400497, 0.009891927242279053, -0.00204939441755414, 0.014100422151386738, -0.04729803651571274, 0.01870514266192913, 0.056630223989486694, -0.015930596739053726, -0.020753290504217148, -0.006875982973724604, -0.03594731539487839, -0.007153122220188379, 0.011852743104100227, 0.009246444329619408, -0.014226211234927177, 0.006796412169933319, -0.019304808229207993, -0.007199481129646301, -0.04795534163713455, 0.017153611406683922, 0.020098602399230003, 0.017291292548179626, -0.01130256149917841, -0.0023597958497703075, 0.005539269652217627, -0.011365850456058979, -0.010957034304738045, -0.035670507699251175, 0.002087065950036049, 0.03246673569083214, -0.0005153832025825977, 0.0008985697058960795, -0.033019453287124634, -0.014151273295283318, 0.02649269625544548, 0.019475189968943596, -0.016138743609189987, -0.022039910778403282, -0.031081924214959145, 0.00446349149569869, -0.019587302580475807, -0.013424570672214031, -0.0017057796940207481, 0.030439233407378197, -0.002428472740575671, -0.021241173148155212, -0.0062741125002503395, 0.018525034189224243, 0.01640172488987446, 0.01042908988893032, -0.013373270630836487, -0.0013991349842399359, -0.0074842823669314384, -0.02106921747326851, 0.015658270567655563, 0.006672766990959644, 9.044604666996747e-05, -0.022131405770778656, 0.011123450472950935, 0.003917836118489504, 0.002347271889448166, 0.010793074034154415, -0.008117937482893467, -0.022315125912427902, 0.020784905180335045, 0.01203865371644497, 0.025131065398454666, -0.029107999056577682, 0.02816472388803959, -0.015535792335867882, 0.02018292061984539, 0.02754131332039833, -0.0024468752089887857, 0.03282712399959564, 0.014958487823605537, 0.00340832257643342, -0.001826471067033708, -0.021227655932307243, -0.0023423798847943544, -0.020640170201659203, 0.005119290202856064, -0.02161302976310253, 0.03203417360782623, -0.014741145074367523, -0.005813472904264927, 0.013036802411079407, 0.02208036370575428, 0.0204799585044384, 0.003935534041374922, 0.03464183211326599, 0.018230464309453964, 0.00950243603438139, 0.0040595270693302155, 0.045005254447460175, 0.017399553209543228, 0.019291160628199577, -0.025849202647805214, -0.0058813453651964664, -0.00468807015568018]",[]
I'm all right.,,,,"['PRON', 'AUX', 'ADV', 'ADJ', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0.285714286,"[-0.011462169699370861, 0.011939269490540028, -0.0007680074777454138, 0.0008313168655149639, 0.00890108197927475, -0.0349612757563591, 0.00659808749333024, 0.04364028573036194, -0.009091652929782867, -0.013605542480945587, -0.0010602230904623866, -0.02967834658920765, -0.0065754614770412445, 0.012891189195215702, 0.007943266071379185, -0.007402617949992418, 0.0066247726790606976, -0.014467121101915836, 0.0029656190890818834, -0.03815985098481178, 0.005722961854189634, 0.008310982026159763, 0.010473025031387806, -0.015289992094039917, 0.00397491455078125, 0.0003874567337334156, -0.011410743929445744, -0.004155024420469999, -0.023960387334227562, 0.0010080401552841067, 0.025094913318753242, 0.003957127686589956, 0.007476821541786194, -0.018817918375134468, -0.011946812272071838, 0.020503034815192223, 0.010024954564869404, -0.008445333689451218, -0.010399432852864265, -0.018385233357548714, 0.009268045425415039, -0.008480618707835674, -0.011332510970532894, 0.0013356333365663886, 0.021136166527867317, -0.006218366324901581, -0.01100871991366148, 0.002144396770745516, 0.011813192628324032, 0.012188959866762161, 0.01182700227946043, -0.007834110409021378, 0.002177779097110033, -0.001216371078044176, -0.012909204699099064, 0.005272613372653723, 0.0014693686971440911, 0.0022633846383541822, -0.013050798326730728, 0.0075151752680540085, -0.0026673879474401474, 0.0011143801966682076, 0.015947462990880013, -0.008819001726806164, -0.023872360587120056, 0.012028596363961697, 0.0048296889290213585, 0.01569700986146927, -0.019851399585604668, 0.018475843593478203, -0.010764158330857754, 0.01151034701615572, 0.017483064904808998, 0.002894340083003044, 0.019681939855217934, 0.0051139844581484795, 0.005978358443826437, -0.004918484482914209, -0.01839098148047924, -0.002927234396338463, -0.01415571290999651, 0.0047385673969984055, -0.012989886105060577, 0.023410305380821228, -0.00040030540549196303, -0.0061784288845956326, 0.009010892361402512, 0.01446047704666853, 0.017070965841412544, 0.0070932828821241856, 0.023221509531140327, 0.014314628206193447, 0.004150732420384884, 0.007761767599731684, 0.03366701304912567, 0.013115215115249157, 0.009121431037783623, -0.016752414405345917, -0.0017036692006513476, -0.0029513435438275337]",[]
